Form Key,Editor Id,Name,School,Type,Cast Type,Target Type,Base Cost,Computed Auto Cost,Charge Time,Arcane Fever,Winner Overwrite,Taught By
004843:KataPUMBSpellPack.esp,Kata_S_LightMagic_00_HolyRay_2,Holy Ray (Rank II),Light Magic,Spell,Concentration,Aimed,14,17,0,,KataPUMBSpellPack.esp,Kata_B_LightMagic_00_HolyRay_2
003C9C:KataPUMB_SpellPackage.esp,Kata_Spell_HolyRay_III,Holy Ray (Rank III),Light Magic,Spell,Concentration,Aimed,25,127,0.3,,KataPUMB_SpellPackage.esp,Kata_SpellBook_HolyRay_III
004845:KataPUMBSpellPack.esp,Kata_S_LightMagic_25_HolyRay_3,Holy Ray (Rank III),Light Magic,Spell,Concentration,Aimed,20,29,0,,KataPUMBSpellPack.esp,Kata_B_LightMagic_25_HolyRay_3
003C9E:KataPUMB_SpellPackage.esp,Kata_Spell_HolyRay_IV,Holy Ray (Rank IV),Light Magic,Spell,Concentration,Aimed,35,176,0.3,,KataPUMB_SpellPackage.esp,Kata_SpellBook_HolyRay_IV
004847:KataPUMBSpellPack.esp,Kata_S_LightMagic_50_HolyRay_4,Holy Ray (Rank IV),Light Magic,Spell,Concentration,Aimed,29,50,0,,KataPUMBSpellPack.esp,Kata_B_LightMagic_50_HolyRay
003CA1:KataPUMB_SpellPackage.esp,Kata_Spell_HolyRay_V,Holy Ray (Rank V),Light Magic,Spell,Concentration,Aimed,50,324,0.3,,KataPUMB_SpellPackage.esp,Kata_SpellBook_HolyRay_V
004849:KataPUMBSpellPack.esp,Kata_S_LightMagic_75_HolyRay_5,Holy Ray (Rank V),Light Magic,Spell,Concentration,Aimed,36,67,0,,KataPUMBSpellPack.esp,Kata_B_LightMagic_75_HolyRay
00484B:KataPUMBSpellPack.esp,Kata_S_LightMagic_99_HolyRay_6,Holy Ray (Rank VI),Light Magic,Spell,Concentration,Aimed,40,87,0,,KataPUMBSpellPack.esp,Kata_B_LightMagic_99_HolyRay
00D240:KataPUMBSpellPack.esp,Kata_S_LightMagic_25_HolySmite_1,Holy Smite (Rank I),Light Magic,Spell,FireAndForget,Self,21,23,0.8,,KataPUMBSpellPack.esp,Kata_B_LightMagic_25_HolySmite_1
00D241:KataPUMBSpellPack.esp,Kata_S_LightMagic_50_HolySmite_2,Holy Smite (Rank II),Light Magic,Spell,FireAndForget,Self,32,42,0.8,,KataPUMBSpellPack.esp,Kata_B_LightMagic_50_HolySmite_2
00D243:KataPUMBSpellPack.esp,Kata_S_LightMagic_75_HolySmite_3,Holy Smite (Rank III),Light Magic,Spell,FireAndForget,Self,68,57,0.8,,KataPUMBSpellPack.esp,Kata_B_LightMagic_75_HolySmite_3
00D245:KataPUMBSpellPack.esp,Kata_S_LightMagic_99_HolySmite_4,Holy Smite (Rank IV),Light Magic,Spell,FireAndForget,Self,89,91,0.8,,KataPUMBSpellPack.esp,Kata_B_LightMagic_99_HolySmite_4
001CC9:Enderal SE - Gameplay Overhaul.esp,XionSpellLightbeam1,Holy Sun Beam (Rank I),Light Magic,Spell,FireAndForget,Aimed,27,5,0.6,,EGO - KataPUMB Spell Package.esp,XionLichtstrahlDUPLICATE002
001D0A:Enderal SE - Gameplay Overhaul.esp,XionSpellLightbeam2,Holy Sun Beam (Rank II),Light Magic,Spell,FireAndForget,Aimed,41,8,0.6,,EGO - KataPUMB Spell Package.esp,XionLichtstrahlDUPLICATE003
001E43:Enderal SE - Gameplay Overhaul.esp,XionSpellLightbeam3,Holy Sun Beam (Rank III),Light Magic,Spell,FireAndForget,Aimed,58,13,0.6,,EGO - KataPUMB Spell Package.esp,XionLichtstrahlDUPLICATE004
006AE7:Enderal SE - Gameplay Overhaul.esp,XionSpellLightbeam4,Holy Sun Beam (Rank IV),Light Magic,Spell,FireAndForget,Aimed,79,18,0.6,,EGO - KataPUMB Spell Package.esp,XionLichtstrahlDUPLICATE005
0054CC:KataPUMBSpellPack.esp,Kata_S_LightMagic_00_HolyBall_1,Holy Sun Burst (Rank I),Light Magic,Spell,FireAndForget,Aimed,17,23,0.6,,KataPUMBSpellPack.esp,Kata_B_LightMagic_00_HolyBall_1
0054CF:KataPUMBSpellPack.esp,Kata_S_LightMagic_50_HolyBall_3,Holy Sun Burst (Rank I),Light Magic,Spell,FireAndForget,Aimed,50,63,0.8,,EGO - KataPUMB Spell Package.esp,Kata_B_LightMagic_50_HolyBall_C
0054CD:KataPUMBSpellPack.esp,Kata_S_LightMagic_25_HolyBall_2,Holy Sun Burst (Rank II),Light Magic,Spell,FireAndForget,Aimed,27,41,0.6,,KataPUMBSpellPack.esp,Kata_B_LightMagic_25_HolyBall_2
0054D3:KataPUMBSpellPack.esp,Kata_S_LightMagic_75_HolyBall_5,Holy Sun Burst (Rank II),Light Magic,Spell,FireAndForget,Aimed,71,98,0.8,,EGO - KataPUMB Spell Package.esp,Kata_B_LightMagic_75_HolyBall_5_C
0054D5:KataPUMBSpellPack.esp,Kata_S_LightMagic_99_HolyBall_6,Holy Sun Burst (Rank III),Light Magic,Spell,FireAndForget,Aimed,94,142,0.8,,EGO - KataPUMB Spell Package.esp,Kata_B_LightMagic_99_HolyBall_D
0054D1:KataPUMBSpellPack.esp,Kata_S_LightMagic_75_HolyBall_4,Holy Sun Burst (Rank IV),Light Magic,Spell,FireAndForget,Aimed,45,89,0.6,,KataPUMBSpellPack.esp,Kata_B_LightMagic_75_HolyBall_4
00ACA8:KataPUMBSpellPack.esp,Kata_S_LightMagic_75_HolyAura_2,Holy Veil,Light Magic,Spell,FireAndForget,Self,134,353,0.75,,EGO - KataPUMB Spell Package.esp,Kata_B_LightMagic_75_HolyAura_2_C
012214:Apocalypse - Magic of Skyrim.esp,WB_Res_Disease3_Spell_HorridWilting,Horrid Wilting,Light Magic,Spell,FireAndForget,Aimed,57,130,1,,Zenderal - Magic Patches.esp,WB_R050_HorridWilting_Book
02F66E:Apocalypse - Magic of Skyrim.esp,WB_Res_Heal5_Spell_InfiniteLight,Infinite Light,Light Magic,Spell,Concentration,Aimed,68,140,3,,Zenderal - Magic Patches.esp,WB_R100_InfiniteLight_Book
033CCA:Apocalypse - Magic of Skyrim.esp,WB_Res_Buff5_Spell_KingsHeart,King's Heart,Light Magic,Spell,FireAndForget,Self,110,635,0.5,5,Zenderal - Magic Patches.esp,WB_R100_KingsHeart_Book
036A03:Apocalypse - Magic of Skyrim.esp,WB_Res_HealCurse2_Spell_LambOfMara,Lamb of Irlanda,Light Magic,Spell,FireAndForget,Aimed,54,83,0.5,,Zenderal - Magic Patches.esp,WB_R025_LambOfMara_Book
13E4FD:Apocalypse - Magic of Skyrim.esp,WB_Res_Poison2_Spell_LeechSeed,Leech Seed,Light Magic,Spell,FireAndForget,Aimed,37,58,0.5,,Zenderal - Magic Patches.esp,WB_R025_LeechSeed_Book
112DEE:Skyrim.esm,_01E_Lebensabsorbtion,Life Absorption (Rank I),Light Magic,Spell,Concentration,Aimed,7,3,0.9,,Enderal SE - Gameplay Overhaul.esp,_01E_SpellBookLifeAbsorption
12E172:Skyrim.esm,_16E_Lebensabsorbtion,Life Absorption (Rank II),Light Magic,Spell,Concentration,Aimed,16,9,0.9,,Enderal SE - Gameplay Overhaul.esp,_16E_SpellBookLifeAbsorption
12E173:Skyrim.esm,_22E_Lebensabsorbtion,Life Absorption (Rank III),Light Magic,Spell,Concentration,Aimed,31,19,0.9,,Enderal SE - Gameplay Overhaul.esp,_22E_SpellBookLifeAbsorption
083FA8:Apocalypse - Magic of Skyrim.esp,WB_Res_Disease5_Spell_LifesFinale,Life's Finale,Light Magic,Spell,FireAndForget,Self,175,1019,2.2,,Zenderal - Magic Patches.esp,WB_R100_LifesFinale_Book
0362C7:Apocalypse - Magic of Skyrim.esp,WB_Res_UndeadDmg5_Spell_MeridiasWrath,Malphas' Wrath,Light Magic,Spell,FireAndForget,Self,206,1194,3,,Zenderal - Magic Patches.esp,WB_R100_MeridiasWrath_Book
0E8B77:Apocalypse - Magic of Skyrim.esp,WB_Res_HealMana2_Spell_MysticWind,Mystic Wind,Light Magic,Spell,FireAndForget,Self,37,58,0,,Zenderal - Magic Patches.esp,WB_R025_MysticWind_Book
0012DC:Apocalypse - Magic of Skyrim.esp,WB_Res_Peace4_Spell_NaturesBalance,Nature's Balance,Light Magic,Spell,FireAndForget,Aimed,185,750,2,,Zenderal - Magic Patches.esp,WB_R075_NaturesBalance_Book
034D12:Apocalypse - Magic of Skyrim.esp,WB_Res_Disease2_Spell_Necroplague,Necroplague,Light Magic,Spell,FireAndForget,Aimed,66,103,0.5,,Zenderal - Magic Patches.esp,WB_R025_Necroplague_Book
15E721:Apocalypse - Magic of Skyrim.esp,WB_Res_HealCurse4_Spell_PoisonedChalice,Poisoned Chalice,Light Magic,Spell,FireAndForget,Aimed,62,251,0.5,,Zenderal - Magic Patches.esp,WB_R075_PoisonedChalice_Book
002238:KataPUMB_SpellPackage.esp,Kata_Spell_RecitalOfErodan,Recital of Erodan,Light Magic,Spell,FireAndForget,Self,100,100,3,,KataPUMB_SpellPackage.esp,Kata_SpellBook_RecitalOfErodan
0008A8:Enderal SE - Gameplay Overhaul.esp,XionSpellPoisonResistance1,Resistance against Poison (Rank I),Light Magic,Spell,FireAndForget,Self,66,1776,0.75,,Enderal SE - Gameplay Overhaul.esp,XionPoisonResistance1
0008A9:Enderal SE - Gameplay Overhaul.esp,XionSpellPoisonResistance2,Resistance against Poison (Rank II),Light Magic,Spell,FireAndForget,Self,105,3116,0.75,,Enderal SE - Gameplay Overhaul.esp,XionPoisonResistanceDUPLICATE003
01E701:Apocalypse - Magic of Skyrim.esp,WB_Res_Heal4_Spell_Resurgence_NPC,Resurgence,Light Magic,Spell,FireAndForget,Self,104,421,0.5,4,Zenderal - Magic Patches.esp,WB_R075_Resurgence_Book
0159D8:Apocalypse - Magic of Skyrim.esp,WB_Res_Tap3_Spell_Ruin,Ruin,Light Magic,Spell,FireAndForget,Aimed,66,151,0.5,,Zenderal - Magic Patches.esp,WB_R050_Ruin_Book
01FCCA:Apocalypse - Magic of Skyrim.esp,WB_Res_Buff3_Spell_SealedResolve,Sealed Resolve,Light Magic,Spell,FireAndForget,Self,68,156,0.5,,Zenderal - Magic Patches.esp,WB_R050_SealedResolve_Book
01F0D3:Enderal - Forgotten Stories.esm,_07E_SecondBreath,Second Breath (Rank I),Light Magic,Spell,FireAndForget,TargetActor,30,19,0.5,1,Enderal SE - Gameplay Overhaul.esp,_07E_FS_SpellSecondBreath
01F0D5:Enderal - Forgotten Stories.esm,_14E_SecondBreath,Second Breath (Rank II),Light Magic,Spell,FireAndForget,TargetActor,45,31,0.5,1,Enderal SE - Gameplay Overhaul.esp,_14E_FS_SpellSecondBreath
01F0D4:Enderal - Forgotten Stories.esm,_22E_SecondBreath,Second Breath (Rank III),Light Magic,Spell,FireAndForget,TargetActor,67,50,0.5,1,Enderal SE - Gameplay Overhaul.esp,_22E_FS_SpellSecondBreath
01F0D6:Enderal - Forgotten Stories.esm,_32E_SecondBreath,Second Breath (Rank IV),Light Magic,Spell,FireAndForget,TargetActor,93,74,0.5,1,Enderal SE - Gameplay Overhaul.esp,_32E_FS_SpellSecondBreath
01F0D2:Enderal - Forgotten Stories.esm,_55E_SecondBreath,Second Breath (Rank V),Light Magic,Spell,FireAndForget,TargetActor,124,103,0.5,1,Enderal SE - Gameplay Overhaul.esp,_55E_FS_SpellSecondBreath
15E71A:Apocalypse - Magic of Skyrim.esp,WB_Res_Disease4_Spell_SerpentsScale,Serpent's Scale,Light Magic,Spell,FireAndForget,Self,97,393,0.5,,Zenderal - Magic Patches.esp,WB_R075_SerpentsScale_Book
003E0F:Apocalypse - Magic of Skyrim.esp,WB_Res_Necro2_Spell_SlayLiving,Slay Living,Light Magic,Spell,FireAndForget,TargetActor,61,95,0.5,,Zenderal - Magic Patches.esp,WB_R025_SlayLiving_Book
086B2E:Apocalypse - Magic of Skyrim.esp,WB_Res_Buff5_Spell_Transcendence,Transcendence,Light Magic,Spell,FireAndForget,Self,218,1264,2,,Zenderal - Magic Patches.esp,WB_R100_Transcendence_Book
13DA15:Apocalypse - Magic of Skyrim.esp,WB_Res_Buff4_Spell_TreeRings_NPC,Tree Rings,Light Magic,Spell,FireAndForget,Self,81,329,0.5,,Zenderal - Magic Patches.esp,WB_R075_TreeRings_Book
135732:Skyrim.esm,_05E_SpellTurnUndead,Turn Undead (Rank I),Light Magic,Spell,FireAndForget,Aimed,27,46,0.5,,Enderal SE - Gameplay Overhaul.esp,_05E_SpellBookTurnUndead
135731:Skyrim.esm,_15E_SpellTurnUndead,Turn Undead (Rank II),Light Magic,Spell,FireAndForget,Aimed,46,115,0.5,,Enderal SE - Gameplay Overhaul.esp,_15E_SpellBookTurnUndead
13572F:Skyrim.esm,_25E_SpellTurnUndead,Turn Undead (Rank III),Light Magic,Spell,FireAndForget,Aimed,69,175,0.5,,Enderal SE - Gameplay Overhaul.esp,_25E_SpellBookTurnUndead
13572E:Skyrim.esm,_35E_SpellTurnUndead,Turn Undead (Rank IV),Light Magic,Spell,FireAndForget,Aimed,98,253,0.5,,Enderal SE - Gameplay Overhaul.esp,_35E_SpellBookTurnUndead
01FCD9:Apocalypse - Magic of Skyrim.esp,WB_Res_Blood2_Spell_WellingBlood,Welling Blood,Light Magic,Spell,FireAndForget,Aimed,45,70,0.5,,Zenderal - Magic Patches.esp,WB_R025_WellingBlood_Book
082483:Apocalypse - Magic of Skyrim.esp,WB_Res_Heal1_Spell_WildHealing,Wild Healing,Light Magic,Spell,FireAndForget,Self,43,80,0.5,1.5,Zenderal - Magic Patches.esp,WB_R000_WildHealing_Book
15E71D:Apocalypse - Magic of Skyrim.esp,WB_Res_Arcane4_Spell_Willpower,Willpower,Light Magic,Spell,FireAndForget,Self,30,120,0.5,,Zenderal - Magic Patches.esp,WB_R075_Willpower_Book
12CB8D:Apocalypse - Magic of Skyrim.esp,WB_Res_Buff5_Spell_WormShroud,Worm Shroud,Light Magic,Spell,FireAndForget,Self,250,1453,2,,Zenderal - Magic Patches.esp,WB_R100_WormShroud_Book
124EC9:Apocalypse - Magic of Skyrim.esp,WB_Alt_CrowdControl5_Spell_AccelerationRune,Acceleration Rune,Mentalism,Spell,FireAndForget,TargetLocation,215,1250,3,,Zenderal - Magic Patches.esp,WB_A100_AccelerationRune_Book
0064A2:Apocalypse - Magic of Skyrim.esp,WB_Alt_Detection1_Spell_Alarm,Alarm,Mentalism,Spell,FireAndForget,Self,41,76,0,,Zenderal - Magic Patches.esp,WB_A000_Alarm_Book
002E23:KataPUMBSpellPack.esp,Kata_S_Mentalism_00_Flesh_Aquamarine_1,Aquamarine Body (Rank I),Mentalism,Spell,FireAndForget,Self,24,266,0.5,,KataPUMBSpellPack.esp,Kata_B_Mentalism_00_Flesh_Aquamarine
002E25:KataPUMBSpellPack.esp,Kata_S_Mentalism_25_Flesh_Aquamarine_2,Aquamarine Body (Rank II),Mentalism,Spell,FireAndForget,Self,40,631,0.5,,KataPUMBSpellPack.esp,Kata_B_Mentalism_25_Flesh_Aquamarine
002E29:KataPUMBSpellPack.esp,Kata_S_Mentalism_75_Flesh_Aquamarine_4,Aquamarine Body (Rank IV),Mentalism,Spell,FireAndForget,Self,99,1353,0.5,,KataPUMBSpellPack.esp,Kata_B_Mentalism_75_Flesh_Aquamarine
002E2B:KataPUMBSpellPack.esp,Kata_S_Mentalism_99_Flesh_Aquamarine_5,Aquamarine Body (Rank V),Mentalism,Spell,FireAndForget,Self,120,2720,0.5,,KataPUMBSpellPack.esp,Kata_B_Mentalism_99_Flesh_Aquamarine
002E27:KataPUMBSpellPack.esp,Kata_S_Mentalism_50_Flesh_Aquamarine_3,Aquamarine body (Rank III),Mentalism,Spell,FireAndForget,Self,70,935,0.5,,KataPUMBSpellPack.esp,Kata_B_Mentalism_50_Flesh_Aquamarine
006FA6:Apocalypse - Magic of Skyrim.esp,WB_Alt_Metamagic2_Spell_OcatosRecital,Baledor's Recital,Mentalism,Spell,FireAndForget,Self,129,200,3,,Zenderal - Magic Patches.esp,WB_A025_OcatosRecital_Book
05ECEE:Apocalypse - Magic of Skyrim.esp,WB_Alt_CombatTrick5_Spell_Battletide,Battletide,Mentalism,Spell,FireAndForget,Self,121,705,2,,Zenderal - Magic Patches.esp,WB_A100_Battletide_Book
002E1A:KataPUMBSpellPack.esp,Kata_S_Mentalism_00_Flesh_Beryl_1,Beryl Body (Rank I),Mentalism,Spell,FireAndForget,Self,24,266,0.5,,KataPUMBSpellPack.esp,Kata_B_Mentalism_00_Flesh_Beryl
002E1B:KataPUMBSpellPack.esp,Kata_S_Mentalism_25_Flesh_Beryl_2,Beryl Body (Rank II),Mentalism,Spell,FireAndForget,Self,40,631,0.5,,KataPUMBSpellPack.esp,Kata_B_Mentalism_25_Flesh_Beryl
002E1F:KataPUMBSpellPack.esp,Kata_S_Mentalism_75_Flesh_Beryl_4,Beryl Body (Rank IV),Mentalism,Spell,FireAndForget,Self,99,1353,0.5,,KataPUMBSpellPack.esp,Kata_B_Mentalism_75_Flesh_Beryl
002E21:KataPUMBSpellPack.esp,Kata_S_Mentalism_99_Flesh_Beryl_5,Beryl Body (Rank V),Mentalism,Spell,FireAndForget,Self,120,2720,0.5,,KataPUMBSpellPack.esp,Kata_B_Mentalism_99_Flesh_Beryl
002E1D:KataPUMBSpellPack.esp,Kata_S_Mentalism_50_Flesh_Beryl_3,Beryl body (Rank III),Mentalism,Spell,FireAndForget,Self,70,935,0.5,,KataPUMBSpellPack.esp,Kata_B_Mentalism_50_Flesh_Beryl
005744:KataPUMB_SpellPackage.esp,Kata_Spell_Teleport,Blink,Mentalism,Spell,FireAndForget,Aimed,70,70,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_Teleport
00210F:KataPUMBSpellPack.esp,Kata_S_Mentalism_00_Blink_1,Blink (Rank I),Mentalism,Spell,FireAndForget,TargetLocation,21,0,0.5,,KataPUMBSpellPack.esp,Kata_B_Mentalism_00_Blink_1
002112:KataPUMBSpellPack.esp,Kata_S_Mentalism_50_Blink_3,Blink (Rank I),Mentalism,Spell,FireAndForget,Aimed,70,0,0.1,,EGO - KataPUMB Spell Package.esp,Kata_B_Mentalism_50_Blink_B
002110:KataPUMBSpellPack.esp,Kata_S_Mentalism_25_Blink_2,Blink (Rank II),Mentalism,Spell,FireAndForget,TargetLocation,35,0,0.5,,KataPUMBSpellPack.esp,Kata_B_Mentalism_25_Blink_2
002114:KataPUMBSpellPack.esp,Kata_S_Mentalism_75_Blink_4,Blink (Rank II),Mentalism,Spell,FireAndForget,Aimed,90,0,0.1,,EGO - KataPUMB Spell Package.esp,Kata_B_Mentalism_75_Blink_C
002116:KataPUMBSpellPack.esp,Kata_S_Mentalism_99_Blink_5,Blink (Rank III),Mentalism,Spell,FireAndForget,Aimed,110,0,0.1,,EGO - KataPUMB Spell Package.esp,Kata_B_Mentalism_99_Blink_D
04DC90:Skyrim.esm,_01E_Magierlicht,Candlelight (Rank I),Mentalism,Spell,FireAndForget,Self,20,77,0.75,,Enderal SE - Gameplay Overhaul.esp,_00E_SpellKerzenlicht
085656:Skyrim.esm,_15E_Magierlicht,Candlelight (Rank II),Mentalism,Spell,FireAndForget,Self,40,121,0.75,,Enderal SE - Gameplay Overhaul.esp,_15E_SpellKerzenlicht
0F858A:Skyrim.esm,_30E_Magierlicht,Candlelight (Rank III),Mentalism,Spell,FireAndForget,Self,61,166,0.75,,Enderal SE - Gameplay Overhaul.esp,_30E_SpellKerzenlicht
0F858B:Skyrim.esm,_40E_Magierlicht,Candlelight (Rank IV),Mentalism,Spell,FireAndForget,Self,85,259,0.75,,Enderal SE - Gameplay Overhaul.esp,_40E_SpellKerzenlicht
084A9C:Apocalypse - Magic of Skyrim.esp,WB_Alt_WorldInteractions5_Spell_ControlWeather,Control Weather,Mentalism,Spell,FireAndForget,Self,215,1250,3,,Zenderal - Magic Patches.esp,WB_A100_ControlWeather_Book
003907:Apocalypse - Magic of Skyrim.esp,WB_Alt_WorldInteractions4_Spell_DeepStorage,Deep Storage,Mentalism,Spell,FireAndForget,Self,80,325,4,,Zenderal - Magic Patches.esp,WB_A075_DeepStorage_Book
04831E:Skyrim.esm,_00E_SpellDetectDead,Detect Dead,Mentalism,Spell,Concentration,Self,11,120,0.5,,Enderal SE - Gameplay Overhaul.esp,_00E_SpellBookDetectDead
04D004:Skyrim.esm,_00E_SpellDetectLife,Detect Life,Mentalism,Spell,Concentration,Self,11,100,0.5,,Enderal SE - Gameplay Overhaul.esp,_00E_SpellBookDetectLife
00AB69:Apocalypse - Magic of Skyrim.esp,WB_Alt_Unlock4_Spell_DetonateLock,Detonate Lock,Mentalism,Spell,FireAndForget,Aimed,147,595,2,,Zenderal - Magic Patches.esp,WB_A075_DetonateLock_Book
002DF8:KataPUMBSpellPack.esp,Kata_S_Mentalism_75_DimensionalPocket,Dimensional Pocket,Mentalism,Spell,FireAndForget,Self,55,0,0.6,,KataPUMBSpellPack.esp,Kata_B_Mentalism_75_DimensionalPocket
03F74E:Skyrim.esm,_01E_Goetterschild,Divine Shield (Rank I),Mentalism,Spell,FireAndForget,Self,55,643,0.75,,Enderal SE - Gameplay Overhaul.esp,_01E_SpellBookDivineShield
085653:Skyrim.esm,_12E_Goetterschild,Divine Shield (Rank II),Mentalism,Spell,FireAndForget,Self,70,1142,0.75,,Enderal SE - Gameplay Overhaul.esp,_12E_SpellBookDivineShield
0F8586:Skyrim.esm,_20E_Goetterschild,Divine Shield (Rank III),Mentalism,Spell,FireAndForget,Self,87,1687,0.75,,Enderal SE - Gameplay Overhaul.esp,_20E_SpellBookDivineShield
0F8585:Skyrim.esm,_30E_Goetterschild,Divine Shield (Rank IV),Mentalism,Spell,FireAndForget,Self,107,2449,0.75,,Enderal SE - Gameplay Overhaul.esp,_30E_SpellBookDivineShield
0F8584:Skyrim.esm,_40E_Goetterschild,Divine Shield (Rank V),Mentalism,Spell,FireAndForget,Self,132,3349,0.75,,Enderal SE - Gameplay Overhaul.esp,_40E_SpellBookDivineShield
0F8583:Skyrim.esm,_50E_Goetterschild,Divine Shield (Rank VI),Mentalism,Spell,FireAndForget,Self,160,4533,0.75,,Enderal SE - Gameplay Overhaul.esp,_50E_SpellBookDivineShield
00B646:Apocalypse - Magic of Skyrim.esp,WB_Alt_Telekinesis2_Spell_DropZone,Drop Zone,Mentalism,Spell,FireAndForget,TargetLocation,32,50,0.5,,Zenderal - Magic Patches.esp,WB_A025_DropZone_Book
002126:KataPUMBSpellPack.esp,Kata_S_Mentalism_00_Shield_Fire_1,Elemental shield: Fire (Rank I),Mentalism,Spell,FireAndForget,Self,22,22,0.6,,KataPUMBSpellPack.esp,Kata_B_Mentalism_00_Shield_Fire
002128:KataPUMBSpellPack.esp,Kata_S_Mentalism_25_Shield_Fire_2,Elemental shield: Fire (Rank II),Mentalism,Spell,FireAndForget,Self,28,48,0.6,,KataPUMBSpellPack.esp,Kata_B_Mentalism_25_Shield_Fire
00212A:KataPUMBSpellPack.esp,Kata_S_Mentalism_50_Shield_Fire_3,Elemental shield: Fire (Rank III),Mentalism,Spell,FireAndForget,Self,38,75,0.6,,KataPUMBSpellPack.esp,Kata_B_Mentalism_50_Shield_Fire
00212C:KataPUMBSpellPack.esp,Kata_S_Mentalism_75_Shield_Fire_4,Elemental shield: Fire (Rank IV),Mentalism,Spell,FireAndForget,Self,46,132,0.6,,KataPUMBSpellPack.esp,Kata_B_Mentalism_75_Shield_Fire_4
00212E:KataPUMBSpellPack.esp,Kata_S_Mentalism_75_Shield_Fire_5,Elemental shield: Fire (Rank V),Mentalism,Spell,FireAndForget,Self,55,207,0.6,,KataPUMBSpellPack.esp,Kata_B_Mentalism_75_Shield_Fire_5
002130:KataPUMBSpellPack.esp,Kata_S_Mentalism_99_Shield_Fire_6,Elemental shield: Fire (Rank VI),Mentalism,Spell,FireAndForget,Self,78,284,0.6,,KataPUMBSpellPack.esp,Kata_B_Mentalism_99_Shield_Fire
002132:KataPUMBSpellPack.esp,Kata_S_Mentalism_00_Shield_Frost_1,Elemental shield: Frost (Rank I),Mentalism,Spell,FireAndForget,Self,22,22,0.6,,KataPUMBSpellPack.esp,Kata_B_Mentalism_00_Shield_Frost
002134:KataPUMBSpellPack.esp,Kata_S_Mentalism_25_Shield_Frost_2,Elemental shield: Frost (Rank II),Mentalism,Spell,FireAndForget,Self,28,48,0.6,,KataPUMBSpellPack.esp,Kata_B_Mentalism_25_Shield_Frost
002136:KataPUMBSpellPack.esp,Kata_S_Mentalism_50_Shield_Frost_3,Elemental shield: Frost (Rank III),Mentalism,Spell,FireAndForget,Self,38,75,0.6,,KataPUMBSpellPack.esp,Kata_B_Mentalism_50_Shield_Forst
002138:KataPUMBSpellPack.esp,Kata_S_Mentalism_75_Shield_Frost_4,Elemental shield: Frost (Rank IV),Mentalism,Spell,FireAndForget,Self,46,132,0.6,,KataPUMBSpellPack.esp,Kata_B_Mentalism_75_Shield_Forst_4
00213A:KataPUMBSpellPack.esp,Kata_S_Mentalism_75_Shield_Frost_5,Elemental shield: Frost (Rank V),Mentalism,Spell,FireAndForget,Self,55,207,0.6,,KataPUMBSpellPack.esp,Kata_B_Mentalism_75_Shield_Forst_5
00213C:KataPUMBSpellPack.esp,Kata_S_Mentalism_99_Shield_Frost_6,Elemental shield: Frost (Rank VI),Mentalism,Spell,FireAndForget,Self,78,284,0.6,,KataPUMBSpellPack.esp,Kata_B_Mentalism_99_Shield_Forst
00213E:KataPUMBSpellPack.esp,Kata_S_Mentalism_00_Shield_Shock_1,Elemental shield: Shock (Rank I),Mentalism,Spell,FireAndForget,Self,22,22,0.6,,KataPUMBSpellPack.esp,Kata_B_Mentalism_00_Shield_Shock
002140:KataPUMBSpellPack.esp,Kata_S_Mentalism_25_Shield_Shock_2,Elemental shield: Shock (Rank II),Mentalism,Spell,FireAndForget,Self,28,48,0.6,,KataPUMBSpellPack.esp,Kata_B_Mentalism_25_Shield_Shock
002142:KataPUMBSpellPack.esp,Kata_S_Mentalism_50_Shield_Shock_3,Elemental shield: Shock (Rank III),Mentalism,Spell,FireAndForget,Self,38,75,0.6,,KataPUMBSpellPack.esp,Kata_B_Mentalism_50_Shield_Shock
002144:KataPUMBSpellPack.esp,Kata_S_Mentalism_75_Shield_Shock_4,Elemental shield: Shock (Rank IV),Mentalism,Spell,FireAndForget,Self,46,132,0.6,,KataPUMBSpellPack.esp,Kata_B_Mentalism_75_Shield_Shock_4
002146:KataPUMBSpellPack.esp,Kata_S_Mentalism_75_Shield_Shock_5,Elemental shield: Shock (Rank V),Mentalism,Spell,FireAndForget,Self,55,207,0.6,,KataPUMBSpellPack.esp,Kata_B_Mentalism_75_Shield_Shock_5
002148:KataPUMBSpellPack.esp,Kata_S_Mentalism_99_Shield_Shock_6,Elemental shield: Shock (Rank VI),Mentalism,Spell,FireAndForget,Self,78,284,0.6,,KataPUMBSpellPack.esp,Kata_B_Mentalism_99_Shield_Shock
002DD4:KataPUMBSpellPack.esp,Kata_S_Mentalism_25_MaximizeMagic_2,Empower Magic (Rank I),Mentalism,Spell,FireAndForget,Self,35,67,1.6,,EGO - KataPUMB Spell Package.esp,Kata_B_Mentalism_25_MaximizeMagic_A
002DD6:KataPUMBSpellPack.esp,Kata_S_Mentalism_50_MaximizeMagic_3,Empower Magic (Rank II),Mentalism,Spell,FireAndForget,Self,50,67,1.6,,EGO - KataPUMB Spell Package.esp,Kata_B_Mentalism_50_MaximizeMagic_B
002DDA:KataPUMBSpellPack.esp,Kata_S_Mentalism_75_MaximizeMagic_5,Empower Magic (Rank III),Mentalism,Spell,FireAndForget,Self,70,67,1.6,,EGO - KataPUMB Spell Package.esp,Kata_B_Mentalism_75_MaximizeMagic_5_C
