Form Key,Editor Id,Name,Enchant Type,Cast Type,Target Type,Enchantment Cost,Computed Auto Cost,Enchantment Amount,Charge Time,Winner Overwrite
02F107:Enderal - Forgotten Stories.esm,05E_FS_Theriantrophist_ShapeshiftersAmulett,Increase Transformation Duration,Enchantment,ConstantEffect,Self,369,410,369,0,Enderal SE - Gameplay Overhaul.esp
02F108:Enderal - Forgotten Stories.esm,_06E_FS_ShapeshifterAmulett_Ench,Increase Transformation Duration,Enchantment,ConstantEffect,Self,134,134,134,0,Enderal - Forgotten Stories.esm
02F413:Enderal - Forgotten Stories.esm,_00E_FS_ShapeshifterAmulet_BaseEnch,Increase Transformation Duration,Enchantment,ConstantEffect,Self,451,451,451,0,Enderal - Forgotten Stories.esm
02EF6F:Enderal - Forgotten Stories.esm,_06E_50_MSet_InodanGauntlets_Ench,Inodan's Judging Hand,Enchantment,ConstantEffect,Self,564,432,564,0,Enderal - Forgotten Stories.esm
02EF6E:Enderal - Forgotten Stories.esm,_50E_MSet_InodanCuirassEnch,Inodan's Legacy,Enchantment,ConstantEffect,Self,543,494,543,0,Enderal SE - Gameplay Overhaul.esp
02EF6C:Enderal - Forgotten Stories.esm,_06E_50_MSet_InodanBoots_Ench,Inodan's Traces,Enchantment,ConstantEffect,Self,811,713,811,0,Enderal - Forgotten Stories.esm
02EF70:Enderal - Forgotten Stories.esm,_06E_50_MSet_InodanHood_Ench,Inodan's Watching Eye,Enchantment,ConstantEffect,Self,667,452,667,0,Enderal - Forgotten Stories.esm
02EF6D:Enderal - Forgotten Stories.esm,_06E_50_MSet_InodanCape_Ench,Inodan's Wings,Enchantment,ConstantEffect,Self,806,442,806,0,Enderal - Forgotten Stories.esm
017362:Skyrim.esm,_00E_MQ07a_Enemy_BattlemageBoss_Robe_Ench,Kampfmagierrobe,Enchantment,ConstantEffect,Self,3161,517,3161,0,Enderal SE - Gameplay Overhaul.esp
02F32C:Enderal - Forgotten Stories.esm,_02E_FS_AmuletKarek_Ench,Karek's Charm,Enchantment,ConstantEffect,Self,222,202,222,0,Enderal - Forgotten Stories.esm
01EB4D:Enderal - Forgotten Stories.esm,EnchUniqueWeapon_BlueIslandsThorn,Kiléan Shortsword,Enchantment,FireAndForget,Touch,12,1,60,0,Enderal SE - Gameplay Overhaul.esp
001479:KataHiddenPowers.esp,Kata_FireBombEnch,Lava Bomb,Enchantment,FireAndForget,Touch,0,0,0,0,EGO SE - KataPUMB Hidden Powers.esp
01EB4C:Enderal - Forgotten Stories.esm,EnchUniqueWeapon_LeafDancersBow,Leaf Dancer's Bow,Enchantment,FireAndForget,Touch,34,15,34,0,Enderal SE - Gameplay Overhaul.esp
001F8C:Enderal SE - Gameplay Overhaul.esp,EnchUniqueWeapon_Light3,Light Damage,Enchantment,FireAndForget,Touch,17,1,17,0,Enderal SE - Gameplay Overhaul.esp
001F8F:Enderal SE - Gameplay Overhaul.esp,EnchUniqueWeapon_Light_Base,Light Damage,Enchantment,FireAndForget,Touch,17,0,17,0,Enderal SE - Gameplay Overhaul.esp
001F95:Enderal SE - Gameplay Overhaul.esp,EnchUniqueWeapon_Light2,Light Damage,Enchantment,FireAndForget,Touch,17,0,17,0,Enderal SE - Gameplay Overhaul.esp
05B46E:Skyrim.esm,EnchUniqueWeapon_Lightbringer,Lightbringer,Enchantment,FireAndForget,Touch,59,19,59,0,Enderal SE - Gameplay Overhaul.esp
0432DF:Skyrim.esm,02E_10FeinstahlhelmDesMagiewiderstands_Ench,Magic Resistance,Enchantment,ConstantEffect,Self,373,276,373,0,Enderal SE - Gameplay Overhaul.esp
0432E0:Skyrim.esm,02E_10EnchAmulettDerMagieresistenz_Ench,Magic Resistance,Enchantment,ConstantEffect,Self,373,226,373,0,Enderal SE - Gameplay Overhaul.esp
0432E1:Skyrim.esm,_02E_14_RuneShieldOfSpellBreaking_Ench,Magic Resistance,Enchantment,ConstantEffect,Self,373,302,373,0,Enderal SE - Gameplay Overhaul.esp
0432E2:Skyrim.esm,_03E_24_CuirassOfTheRighteousKeeper_Ench,Magic Resistance,Enchantment,ConstantEffect,Self,428,380,428,0,Enderal SE - Gameplay Overhaul.esp
10FB8D:Skyrim.esm,EnchArmorResistMagicBase,Magic Resistance,Enchantment,ConstantEffect,Self,187,153,187,0,Enderal SE - Gameplay Overhaul.esp
13777A:Skyrim.esm,_25E_RingDesMagiewiderstands_Ench,Magic Resistance,Enchantment,ConstantEffect,Self,239,328,239,0,Enderal SE - Gameplay Overhaul.esp
13CB07:Skyrim.esm,03E_25EnchAmulettDesMagiewiderstandslt_Ench,Magic Resistance,Enchantment,ConstantEffect,Self,187,302,187,0,Enderal SE - Gameplay Overhaul.esp
001CFA:Enderal SE - Gameplay Overhaul.esp,XionWispExplosionDUPLICATE001,Mana schädigen,Enchantment,FireAndForget,Touch,0,4583,0,0,Enderal SE - Gameplay Overhaul.esp
13F35E:Skyrim.esm,_03E_25_HSet_FallenOne_Helmet_Ench,Mask of the Fallen,Enchantment,ConstantEffect,Self,615,546,615,0,Skyrim.esm
02E4E3:Enderal - Forgotten Stories.esm,_00E_FS_NQR05_EnchFatherMask,Mask of the Father,Enchantment,ConstantEffect,Self,1465,1392,1465,0,Enderal - Forgotten Stories.esm
01EB4E:Enderal - Forgotten Stories.esm,_05E_45_Unique_Moonwind_Ench,Moonwind,Enchantment,FireAndForget,Touch,19,19,19,0,Enderal - Forgotten Stories.esm
01EB73:Enderal - Forgotten Stories.esm,_05E_40_Unique_MoralasBlessing_Ench,Morala's Blessing,Enchantment,ConstantEffect,Self,755,710,755,0,Enderal SE - Gameplay Overhaul.esp
12E18C:Skyrim.esm,_02E_15_MSet_MageNemesisSetHelmet_Ench,Nemesis Circlet,Enchantment,ConstantEffect,Self,472,404,472,0,Enderal SE - Gameplay Overhaul.esp
12E18D:Skyrim.esm,_02E_15_MSet_MageNemesisSetRobe_Ench,Nemesis Garb,Enchantment,ConstantEffect,Self,556,502,556,0,Enderal SE - Gameplay Overhaul.esp
12E18B:Skyrim.esm,_02E_15_MSet_MageNemesisSetGloves_Ench,Nemesis Gauntlets,Enchantment,ConstantEffect,Self,595,455,595,0,Skyrim.esm
12E18A:Skyrim.esm,_02E_15_MSet_MageNemesisSetBoots_Ench,Nemesis Shoes,Enchantment,ConstantEffect,Self,493,453,493,0,Skyrim.esm
053FE4:Skyrim.esm,_02E_10_MSet_EnigmaticNomadAmulett_Ench,Nimbus of the Mysterious Nomad,Enchantment,ConstantEffect,Self,9,9,9,0,Skyrim.esm
01EFE6:Enderal - Forgotten Stories.esm,_60E_FS_Mystical_PanaceaEnch,Panacea,Enchantment,FireAndForget,Touch,72,72,72,0,Enderal - Forgotten Stories.esm
05B466:Skyrim.esm,EnchWeaponFear02,Panic,Enchantment,FireAndForget,Touch,11,5,11,0,Enderal SE - Gameplay Overhaul.esp
05B467:Skyrim.esm,EnchWeaponFear03,Panic,Enchantment,FireAndForget,Touch,16,7,16,0,Enderal SE - Gameplay Overhaul.esp
05B468:Skyrim.esm,EnchWeaponFear04,Panic,Enchantment,FireAndForget,Touch,22,9,22,0,Enderal SE - Gameplay Overhaul.esp
05B469:Skyrim.esm,EnchWeaponFear05,Panic,Enchantment,FireAndForget,Touch,28,10,28,0,Enderal SE - Gameplay Overhaul.esp
05B46A:Skyrim.esm,EnchWeaponFear06,Panic,Enchantment,FireAndForget,Touch,36,14,36,0,Enderal SE - Gameplay Overhaul.esp
0FBFF7:Skyrim.esm,EnchWeaponFear01,Panic,Enchantment,FireAndForget,Touch,7,2,7,0,Enderal SE - Gameplay Overhaul.esp
10FB94:Skyrim.esm,EnchWeaponFearBase,Panic,Enchantment,FireAndForget,Touch,7,2,7,0,Enderal SE - Gameplay Overhaul.esp
0ACBBA:Skyrim.esm,EnchUniqueWeapon_Qalian,Paralyze,Enchantment,FireAndForget,Touch,34,34,34,0,Enderal SE - Gameplay Overhaul.esp
0ACBBB:Skyrim.esm,EnchWeaponParalysis05,Paralyze,Enchantment,FireAndForget,Touch,72,72,72,0,Skyrim.esm
0ACBBC:Skyrim.esm,EnchWeaponParalysis06,Paralyze,Enchantment,FireAndForget,Touch,114,114,114,0,Skyrim.esm
10FB98:Skyrim.esm,EnchWeaponParalysisBase,Paralyze,Enchantment,FireAndForget,Touch,34,34,34,0,Skyrim.esm
13F4E8:Skyrim.esm,_03E_25_LSet_PathfindersGauntlets_Ench,Pathfinder,Enchantment,ConstantEffect,Self,475,499,475,0,Enderal SE - Gameplay Overhaul.esp
13F4E9:Skyrim.esm,_03E_25_LSet_PathfindersCuirass_Ench,Pathfinder,Enchantment,ConstantEffect,Self,772,520,772,0,Enderal SE - Gameplay Overhaul.esp
13F4EA:Skyrim.esm,_03E_25_LSet_PathfindersBoots_Ench,Pathfinder,Enchantment,ConstantEffect,Self,699,490,699,0,Enderal SE - Gameplay Overhaul.esp
13F4EB:Skyrim.esm,_03E_25_LSet_PathfinderHood_Ench,Pathfinder,Enchantment,ConstantEffect,Self,870,714,870,0,Enderal SE - Gameplay Overhaul.esp
001F72:Enderal SE - Gameplay Overhaul.esp,EnchWeaponPoisonDamage02,Poison Damage,Enchantment,FireAndForget,Touch,10,0,10,0,Enderal SE - Gameplay Overhaul.esp
001F77:Enderal SE - Gameplay Overhaul.esp,EnchWeaponPoisonDamage03,Poison Damage,Enchantment,FireAndForget,Touch,10,1,10,0,Enderal SE - Gameplay Overhaul.esp
02F314:Enderal - Forgotten Stories.esm,EnchUniqueWeapon_StachelBlaueInsel,Poison Damage,Enchantment,FireAndForget,Touch,12,1,60,0,Enderal SE - Gameplay Overhaul.esp
02F5A2:Enderal - Forgotten Stories.esm,_00E_PoisonWeap_Base_Ench,Poison Damage,Enchantment,FireAndForget,Touch,12,0,60,0,Enderal SE - Gameplay Overhaul.esp
101932:Skyrim.esm,TrapDartPoisonWeapEnch01,Poison Damage,Enchantment,FireAndForget,Touch,0,0,0,0,Enderal SE - Gameplay Overhaul.esp
1098BA:Skyrim.esm,TrapDartPoisonWeapEnch02,Poison Damage,Enchantment,FireAndForget,Touch,0,0,0,0,Enderal SE - Gameplay Overhaul.esp
1098C2:Skyrim.esm,TrapDartPoisonWeapEnch03,Poison Damage,Enchantment,FireAndForget,Touch,0,0,0,0,Enderal SE - Gameplay Overhaul.esp
1098C3:Skyrim.esm,TrapDartPoisonWeapEnch04,Poison Damage,Enchantment,FireAndForget,Touch,0,0,0,0,Enderal SE - Gameplay Overhaul.esp
1098C4:Skyrim.esm,TrapDartPoisonWeapEnch05,Poison Damage,Enchantment,FireAndForget,Touch,0,0,0,0,Enderal SE - Gameplay Overhaul.esp
1098C5:Skyrim.esm,TrapDartPoisonWeapEnch06,Poison Damage,Enchantment,FireAndForget,Touch,0,0,0,0,Enderal SE - Gameplay Overhaul.esp
10A25D:Skyrim.esm,TrapDartPoisonWeapEnchDwe01,Poison Damage,Enchantment,FireAndForget,Touch,0,0,0,0,Enderal SE - Gameplay Overhaul.esp
10A25E:Skyrim.esm,TrapDartPoisonWeapEnchDwe02,Poison Damage,Enchantment,FireAndForget,Touch,0,0,0,0,Enderal SE - Gameplay Overhaul.esp
10A25F:Skyrim.esm,TrapDartPoisonWeapEnchDwe03,Poison Damage,Enchantment,FireAndForget,Touch,0,0,0,0,Enderal SE - Gameplay Overhaul.esp
10A260:Skyrim.esm,TrapDartPoisonWeapEnchDwe04,Poison Damage,Enchantment,FireAndForget,Touch,0,0,0,0,Enderal SE - Gameplay Overhaul.esp
10A261:Skyrim.esm,TrapDartPoisonWeapEnchDwe05,Poison Damage,Enchantment,FireAndForget,Touch,0,0,0,0,Enderal SE - Gameplay Overhaul.esp
10A262:Skyrim.esm,TrapDartPoisonWeapEnchDwe06,Poison Damage,Enchantment,FireAndForget,Touch,0,0,0,0,Enderal SE - Gameplay Overhaul.esp
0A0370:Skyrim.esm,TrapPoisonGasEnch01,Poison Gas,Enchantment,FireAndForget,Touch,0,0,0,0,Enderal SE - Gameplay Overhaul.esp
10A268:Skyrim.esm,TrapPoisonGasEnch02,Poison Gas,Enchantment,FireAndForget,Touch,0,0,0,0,Enderal SE - Gameplay Overhaul.esp
10A269:Skyrim.esm,TrapPoisonGasEnch03,Poison Gas,Enchantment,FireAndForget,Touch,0,0,0,0,Enderal SE - Gameplay Overhaul.esp
10A26A:Skyrim.esm,TrapPoisonGasEnch04,Poison Gas,Enchantment,FireAndForget,Touch,0,0,0,0,Enderal SE - Gameplay Overhaul.esp
10A26B:Skyrim.esm,TrapPoisonGasEnch05,Poison Gas,Enchantment,FireAndForget,Touch,0,0,0,0,Enderal SE - Gameplay Overhaul.esp
10A26C:Skyrim.esm,TrapPoisonGasEnch06,Poison Gas,Enchantment,FireAndForget,Touch,0,0,0,0,Enderal SE - Gameplay Overhaul.esp
0D9B55:Skyrim.esm,_00E_ExplosiveBarrelEXP_Enchantment,Powder Barrel (Explosion),Enchantment,FireAndForget,Touch,665,48,665,0,Skyrim.esm
0240C4:Enderal - Forgotten Stories.esm,_00E_FS_Psychosis_BaseEnch,Psychosis,Enchantment,FireAndForget,Touch,13,13,13,0,Enderal - Forgotten Stories.esm
02A4B1:Enderal - Forgotten Stories.esm,EnchUniqueWeapon_SwordOfTheMesmer,Psychosis,Enchantment,FireAndForget,Touch,13,7,13,0,Enderal SE - Gameplay Overhaul.esp
02A4B2:Enderal - Forgotten Stories.esm,_02E_19_Unique_MesmersBow_Ench,Psychosis,Enchantment,FireAndForget,Touch,5,5,5,0,Enderal - Forgotten Stories.esm
0432F6:Skyrim.esm,_04E_30_Unique_QaliansLastSmile_Ench,Qalian's Last Smile,Enchantment,ConstantEffect,Self,132,132,132,0,Enderal - Forgotten Stories.esm
02A01F:Skyrim.esm,_02E_11_RaddledMageCirclet_Ench,Raddled Mage Circlet,Enchantment,ConstantEffect,Self,80,59,80,0,Skyrim.esm
001F87:Enderal SE - Gameplay Overhaul.esp,EnchUniqueWeapon_RedSun,Red Sun,Enchantment,FireAndForget,Touch,20,7,20,0,Enderal SE - Gameplay Overhaul.esp
08850B:Skyrim.esm,_00E_MQ13a_NarathzulsEmblem_Ench,Reduce Cooldown,Enchantment,ConstantEffect,Self,5,5,5,0,Skyrim.esm
13F4F1:Skyrim.esm,_03E_25_MSet_TribunalRobes_Ench,Regalia of the Tribunal,Enchantment,ConstantEffect,Self,1012,811,1012,0,Skyrim.esm
13F4F2:Skyrim.esm,_03E_25_MSet_TribunalGloves_Ench,Regalia of the Tribunal,Enchantment,ConstantEffect,Self,1150,803,1150,0,Enderal SE - Gameplay Overhaul.esp
13F4F3:Skyrim.esm,_03E_25_MSet_TribunalHood_Ench,Regalia of the Tribunal,Enchantment,ConstantEffect,Self,1219,874,1219,0,Skyrim.esm
13F4F4:Skyrim.esm,_25E_MSet_TribunalBoots02Ench,Regalia of the Tribunal,Enchantment,ConstantEffect,Self,714,620,714,0,Enderal SE - Gameplay Overhaul.esp
100E62:Skyrim.esm,EnchArmorResistDisease01,Resist Disease,Enchantment,ConstantEffect,Self,118,118,118,0,Skyrim.esm
100E63:Skyrim.esm,EnchArmorResistDisease02,Resist Disease,Enchantment,ConstantEffect,Self,253,253,253,0,Skyrim.esm
10FB8A:Skyrim.esm,EnchArmorResistDiseaseBase,Resist Disease,Enchantment,ConstantEffect,Self,55,55,55,0,Skyrim.esm
0432DB:Skyrim.esm,_04E_35_RingOfMightyFireResistance_Ench,Resist Fire,Enchantment,ConstantEffect,Self,983,520,983,0,Skyrim.esm
04950B:Skyrim.esm,EnchArmorResistFire01,Resist Fire,Enchantment,ConstantEffect,Self,176,176,176,0,Skyrim.esm
0AD483:Skyrim.esm,EnchArmorResistFire02,Resist Fire,Enchantment,ConstantEffect,Self,379,379,379,0,Skyrim.esm
0AD484:Skyrim.esm,EnchArmorResistFire03,Resist Fire,Enchantment,ConstantEffect,Self,520,520,520,0,Skyrim.esm
0BE028:Skyrim.esm,EnchArmorResistFire04,Resist Fire,Enchantment,ConstantEffect,Self,665,665,665,0,Skyrim.esm
0BE029:Skyrim.esm,EnchArmorResistFire05,Resist Fire,Enchantment,ConstantEffect,Self,813,813,813,0,Skyrim.esm
0BE02A:Skyrim.esm,EnchArmorResistFire06,Resist Fire,Enchantment,ConstantEffect,Self,963,963,963,0,Skyrim.esm
10FB8B:Skyrim.esm,EnchArmorResistFireBase,Resist Fire,Enchantment,ConstantEffect,Self,176,176,176,0,Skyrim.esm
04950C:Skyrim.esm,EnchArmorResistFrost01,Resist Frost,Enchantment,ConstantEffect,Self,186,176,186,0,Skyrim.esm
0AD485:Skyrim.esm,EnchArmorResistFrost02,Resist Frost,Enchantment,ConstantEffect,Self,400,379,400,0,Skyrim.esm
0AD486:Skyrim.esm,EnchArmorResistFrost03,Resist Frost,Enchantment,ConstantEffect,Self,549,520,549,0,Skyrim.esm
0BE02B:Skyrim.esm,EnchArmorResistFrost04,Resist Frost,Enchantment,ConstantEffect,Self,702,665,702,0,Skyrim.esm
0BE02C:Skyrim.esm,EnchArmorResistFrost05,Resist Frost,Enchantment,ConstantEffect,Self,858,813,858,0,Skyrim.esm
0BE02D:Skyrim.esm,EnchArmorResistFrost06,Resist Frost,Enchantment,ConstantEffect,Self,1017,963,1017,0,Skyrim.esm
10FB8C:Skyrim.esm,EnchArmorResistFrostBase,Resist Frost,Enchantment,ConstantEffect,Self,186,176,186,0,Skyrim.esm
0FC05B:Skyrim.esm,EnchArmorResistMagic01,Resist Magic,Enchantment,ConstantEffect,Self,187,177,187,0,Skyrim.esm
0FC05C:Skyrim.esm,EnchArmorResistMagic02,Resist Magic,Enchantment,ConstantEffect,Self,292,276,292,0,Skyrim.esm
0FC05D:Skyrim.esm,EnchArmorResistMagic03,Resist Magic,Enchantment,ConstantEffect,Self,373,353,373,0,Skyrim.esm
0FC05E:Skyrim.esm,EnchArmorResistMagic04,Resist Magic,Enchantment,ConstantEffect,Self,428,406,428,0,Skyrim.esm
0FC05F:Skyrim.esm,EnchArmorResistMagic05,Resist Magic,Enchantment,ConstantEffect,Self,512,485,512,0,Skyrim.esm
0FC060:Skyrim.esm,EnchArmorResistMagic06,Resist Magic,Enchantment,ConstantEffect,Self,569,539,569,0,Skyrim.esm
001D64:Enderal SE - Gameplay Overhaul.esp,_15E_Giftresistenz2,Resist Poison,Enchantment,ConstantEffect,Self,300,310,300,0,Enderal SE - Gameplay Overhaul.esp
001D65:Enderal SE - Gameplay Overhaul.esp,_35E_Giftresistenz2,Resist Poison,Enchantment,ConstantEffect,Self,420,520,420,0,Enderal SE - Gameplay Overhaul.esp
100E5D:Skyrim.esm,EnchArmorResistPoison01,Resist Poison,Enchantment,ConstantEffect,Self,147,665,147,0,Skyrim.esm
100E5E:Skyrim.esm,EnchArmorResistPoison02,Resist Poison,Enchantment,ConstantEffect,Self,316,1426,316,0,Skyrim.esm
10FB8E:Skyrim.esm,EnchArmorResistPoisonBase,Resist Poison,Enchantment,ConstantEffect,Self,39,176,39,0,Skyrim.esm
04950D:Skyrim.esm,EnchArmorResistShock01,Resist Shock,Enchantment,ConstantEffect,Self,196,176,196,0,Skyrim.esm
0AD487:Skyrim.esm,EnchArmorResistShock02,Resist Shock,Enchantment,ConstantEffect,Self,421,379,421,0,Skyrim.esm
0BE02E:Skyrim.esm,EnchArmorResistShock04,Resist Shock,Enchantment,ConstantEffect,Self,739,665,739,0,Skyrim.esm
0BE02F:Skyrim.esm,EnchArmorResistShock05,Resist Shock,Enchantment,ConstantEffect,Self,903,813,903,0,Skyrim.esm
0BE030:Skyrim.esm,EnchArmorResistShock06,Resist Shock,Enchantment,ConstantEffect,Self,1070,963,1070,0,Skyrim.esm
10FB8F:Skyrim.esm,EnchArmorResistShockBase,Resist Shock,Enchantment,ConstantEffect,Self,196,176,196,0,Skyrim.esm
040B26:Skyrim.esm,_00E_NQG07_Mael_AmuletEnch,Rhodas' Amulet,Enchantment,ConstantEffect,Self,81,54,81,0,Enderal SE - Gameplay Overhaul.esp
01EB44:Enderal - Forgotten Stories.esm,_04E_30_LSet_ScarlettNightsGauntlets_Ench,Scarlet Night' Touch,Enchantment,ConstantEffect,Self,213,213,213,0,Enderal - Forgotten Stories.esm
01EB41:Enderal - Forgotten Stories.esm,_04E_30_LSet_ScarlettNightsHood_Ench,Scarlet Night's Eye,Enchantment,ConstantEffect,Self,526,365,526,0,Enderal - Forgotten Stories.esm
01EB43:Enderal - Forgotten Stories.esm,_04E_30_LSet_ScarlettNightsCuirass_Ench,Scarlet Night's Soul,Enchantment,ConstantEffect,Self,515,492,515,0,Enderal - Forgotten Stories.esm
01EB42:Enderal - Forgotten Stories.esm,_04E_30_LSet_ScarlettNightsBoots_Ench,Scarlet Night's Trail,Enchantment,ConstantEffect,Self,246,226,246,0,Enderal - Forgotten Stories.esm
12E182:Skyrim.esm,_02E_15_HSet_SelnasBastion_Ench,Selna's Bastion,Enchantment,ConstantEffect,Self,359,347,359,0,Skyrim.esm
12E181:Skyrim.esm,_02E_15_HSet_SelnasFist_Ench,Selna's Fists,Enchantment,ConstantEffect,Self,401,369,401,0,Skyrim.esm
12E17F:Skyrim.esm,_02E_15_HSet_SelnasMarch_Ench,Selna's March,Enchantment,ConstantEffect,Self,293,293,293,0,Skyrim.esm
12E180:Skyrim.esm,_02E_15_HSet_SelnasVizor_Ench,Selna's Ventail,Enchantment,ConstantEffect,Self,373,333,373,0,Skyrim.esm
12E183:Skyrim.esm,_02E_15_HSet_SelnasWings_Ench,Selna's Wings,Enchantment,ConstantEffect,Self,75,75,75,0,Skyrim.esm
01FE9A:Enderal - Forgotten Stories.esm,_00E_EnchBackpackSevenThings,Seven Things,Enchantment,ConstantEffect,Self,940,929,940,0,Enderal SE - Gameplay Overhaul.esp
0438AA:Skyrim.esm,_01E_04_Unique_ShadowFinger_Ench,Shadow Finger,Enchantment,ConstantEffect,Self,362,214,362,0,Enderal SE - Gameplay Overhaul.esp
148A1C:Skyrim.esm,_40E_MSet_WandererCircletEnch,Shadow of the Wandering Mage,Enchantment,ConstantEffect,Self,1409,1081,1409,0,Enderal SE - Gameplay Overhaul.esp
04D9DD:Skyrim.esm,01E_03EnchAmulettZerstoerung_Ench,Shadowy Necklace,Enchantment,ConstantEffect,Self,327,260,327,0,Enderal SE - Gameplay Overhaul.esp
02F227:Enderal - Forgotten Stories.esm,_02E_FS_Theriantrophist_ClawBracers_Ench,Sharper Claws,Enchantment,ConstantEffect,Self,29,29,29,0,Enderal - Forgotten Stories.esm
02F228:Enderal - Forgotten Stories.esm,_01E_FS_Theriantrophist_ClawBracers_Ench,Sharper Claws,Enchantment,ConstantEffect,Self,16,16,16,0,Enderal - Forgotten Stories.esm
02F229:Enderal - Forgotten Stories.esm,_03E_FS_Theriantrophist_ClawBracers_Ench,Sharper Claws,Enchantment,ConstantEffect,Self,42,42,42,0,Enderal - Forgotten Stories.esm
02F22A:Enderal - Forgotten Stories.esm,_04E_FS_Theriantrophist_ClawBracers_Ench,Sharper Claws,Enchantment,ConstantEffect,Self,56,56,56,0,Enderal - Forgotten Stories.esm
02F22B:Enderal - Forgotten Stories.esm,_05E_FS_Theriantrophist_ClawBracers_Ench,Sharper Claws,Enchantment,ConstantEffect,Self,69,69,69,0,Enderal - Forgotten Stories.esm
02F414:Enderal - Forgotten Stories.esm,_00E_FS_Theriantrophist_ClawBracers_BaseEnch,Sharper Claws,Enchantment,ConstantEffect,Self,29,29,29,0,Enderal SE - Gameplay Overhaul.esp
067229:Skyrim.esm,_00E_A2_EldritchBloodEnchantment,Shatter Soul,Enchantment,FireAndForget,Touch,665,520,665,0,Skyrim.esm
01EB48:Enderal - Forgotten Stories.esm,_03E_25_Unique_KileanKingsGuardShield_Ench,Shield of the Kiléan Royal Guard,Enchantment,ConstantEffect,Self,331,321,331,0,Enderal - Forgotten Stories.esm
045D59:Skyrim.esm,EnchWeaponShockDamage01,Shock Damage,Enchantment,FireAndForget,Touch,6,5,6,0,Enderal SE - Gameplay Overhaul.esp
045D97:Skyrim.esm,EnchWeaponShockDamage02,Shock Damage,Enchantment,FireAndForget,Touch,10,9,10,0,Enderal SE - Gameplay Overhaul.esp
045F6F:Skyrim.esm,EnchWeaponShockDamage03,Shock Damage,Enchantment,FireAndForget,Touch,17,14,17,0,Enderal SE - Gameplay Overhaul.esp
045F89:Skyrim.esm,EnchWeaponShockDamage04,Shock Damage,Enchantment,FireAndForget,Touch,21,21,21,0,Skyrim.esm
045F8D:Skyrim.esm,EnchWeaponShockDamage05,Shock Damage,Enchantment,FireAndForget,Touch,26,26,26,0,Skyrim.esm
045F9E:Skyrim.esm,EnchWeaponShockDamage06,Shock Damage,Enchantment,FireAndForget,Touch,30,30,30,0,Skyrim.esm
10CBE0:Skyrim.esm,EnchDwarvenSpiderShockDamage,Shock Damage,Enchantment,FireAndForget,Touch,1,38,1,0,Enderal SE - Gameplay Overhaul.esp
10FB99:Skyrim.esm,EnchWeaponShockDamageBase,Shock Damage,Enchantment,FireAndForget,Touch,10,9,10,0,Enderal SE - Gameplay Overhaul.esp
024153:Enderal - Forgotten Stories.esm,EnchUniqueWeapon_SouleatersMace,Shock Damage and Soul Trap,Enchantment,FireAndForget,Touch,12,11,12,0,Enderal SE - Gameplay Overhaul.esp
0252A6:Skyrim.esm,_00E_A2_SkyfallNovaEnch,Shock Nova,Enchantment,FireAndForget,Touch,38,38,38,0,Skyrim.esm
0432D9:Skyrim.esm,03E_24WegestreuenstiefelDesBerserkers_Ench,Shock Resistance,Enchantment,ConstantEffect,Self,496,242,496,0,Enderal SE - Gameplay Overhaul.esp
0432E3:Skyrim.esm,_15E_RingDerBlitzresistenz_Ench,Shock Resistance,Enchantment,ConstantEffect,Self,421,310,421,0,Enderal SE - Gameplay Overhaul.esp
0432E4:Skyrim.esm,_04E_35_RingOfMightyShockResistance_Ench,Shock Resistance,Enchantment,ConstantEffect,Self,578,520,578,0,Skyrim.esm
13F360:Skyrim.esm,_03E_25_HSet_FallenOne_Cuirass_Ench,Shroud of the Fallen,Enchantment,ConstantEffect,Self,566,534,566,0,Skyrim.esm
092A77:Skyrim.esm,EnchArmorMuffle,Silent Feet,Enchantment,ConstantEffect,Self,105,105,105,0,Skyrim.esm
10FB89:Skyrim.esm,EnchArmorMuffleBase,Silent Feet,Enchantment,ConstantEffect,Self,105,105,105,0,Skyrim.esm
053FDC:Skyrim.esm,_10E_HSet_BonejudgeBootsEnch,Silent Step of the Rat Catcher,Enchantment,ConstantEffect,Self,216,178,216,0,Enderal SE - Gameplay Overhaul.esp
12E35C:Skyrim.esm,02E_15DiademDerMagieregenerationEnch,Silver Sapphire Circlet of Magicregeneration,Enchantment,ConstantEffect,Self,0,0,0,0,Enderal SE - Gameplay Overhaul.esp
14A991:Skyrim.esm,_05E_40_HSet_SkaraggCuirass_Ench,Skaragg Cuirass,Enchantment,ConstantEffect,Self,969,784,969,0,Enderal SE - Gameplay Overhaul.esp
14A990:Skyrim.esm,_05E_40_HSet_SkaraggGauntlets_Ench,Skaragg Gauntlets,Enchantment,ConstantEffect,Self,737,737,737,0,Skyrim.esm
14A98F:Skyrim.esm,_05E_40_HSet_SkaraggHelmet_Ench,Skaragg Helmet,Enchantment,ConstantEffect,Self,823,730,823,0,Skyrim.esm
14A992:Skyrim.esm,_05E_40_HSet_SkaraggBoots_Ench,Skaragg Shoes,Enchantment,ConstantEffect,Self,831,818,831,0,Skyrim.esm
053FDB:Skyrim.esm,_02E_10_HSet_BonejudgeCuirassRetexture_Ench,Skin of the Rat Catcher,Enchantment,ConstantEffect,Self,73,73,73,0,Enderal SE - Gameplay Overhaul.esp
0B72A2:Skyrim.esm,SlowFrostRune,Slow,Enchantment,FireAndForget,Touch,231,0,231,0,Enderal SE - Gameplay Overhaul.esp
